,MISSION,SETNO,CODE,SAMPWGT,TOTWGT,TOTNO,REMARKS,WEIGHT_UNITS,SPEC,COMM,STRAT,SLAT,SLONG,ELAT,ELONG,AREA,DUR,DIST,SPEED,DMIN,DMAX,TYPE,GEAR,AUX,DEPTH,ETIME,START_DEPTH,END_DEPTH,SURFACE_TEMPERATURE,BOTTOM_TEMPERATURE,BOTTOM_SALINITY,LATITUDE,LONGITUDE,YEAR,SetID,STDWGT
18660,NED1983012,42,220,54,54,48,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4240,6617,NA,NA,474,30,1.8,3.6,38,38,1,9,1,38,NA,NA,NA,11.4,5.94,32.781,42.66666667,-66.28333333,1983,NED1983012.480.1983.42,52.5
19825,NED1984031,15,220,3,3,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4239,6552,NA,NA,474,30,1.7,3.4,48,49,1,9,1,48,NA,NA,NA,12.7,7.33,33.11,42.65,-65.86666667,1984,NED1984031.480.1984.15,3.088235294
20262,NED1984031,49,220,10,10,7,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4247,6557,NA,NA,474,30,1.8,3.6,45,46,1,9,1,45,NA,NA,NA,12.9,7.97,32.877,42.78333333,-65.95,1984,NED1984031.480.1984.49,9.722222222
21701,NED1985048,49,220,139,221,183,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4237,6601,NA,NA,474,30,1.9,3.8,42,42,1,9,1,42,NA,NA,NA,12.9,NA,NA,42.61666667,-66.01666667,1985,NED1985048.480.1985.49,203.5526316
21724,NED1985048,50,220,112,112,80,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4235,6550,NA,NA,474,30,1.9,3.8,47,50,1,9,1,48,NA,NA,NA,13.1,NA,NA,42.58333333,-65.83333333,1985,NED1985048.480.1985.50,103.1578947
21730,NED1985048,51,220,13,13,8,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4239,6530,NA,NA,472,30,1.9,3.8,51,52,1,9,1,51,NA,NA,NA,12.3,NA,NA,42.65,-65.5,1985,NED1985048.480.1985.51,11.97368421
22833,NED1986065,18,220,2,2,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4237,6519,NA,NA,472,30,1.7,3.4,50,50,1,9,1,50,NA,NA,NA,12.4,5.9,32.678,42.61666667,-65.31666667,1986,NED1986065.480.1986.18,2.058823529
22856,NED1986065,20,220,12,12,21,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4235,6530,NA,NA,472,30,1.7,3.4,48,49,1,9,1,48,NA,NA,NA,11.9,7.08,33.073,42.58333333,-65.5,1986,NED1986065.480.1986.20,12.35294118
25139,NED1987085,57,220,12,12,6,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4248,6556,NA,NA,474,30,1.7,3.4,44,46,1,9,1,45,NA,NA,NA,9.2,4.81,32.622,42.8,-65.93333333,1987,NED1987085.480.1987.57,12.35294118
26489,NED1988105,20,220,7,7,4,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4237,6606,NA,NA,474,30,1.7,3.4,35,37,1,9,1,36,NA,NA,NA,15.25,6.37,32.918,42.61666667,-66.1,1988,NED1988105.480.1988.20,7.205882353
26507,NED1988105,22,220,7,7,4,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4247,6609,NA,NA,474,30,1.2,2.4,30,31,1,9,1,30,NA,NA,NA,13,7.99,32.845,42.78333333,-66.15,1988,NED1988105.480.1988.22,10.20833333
26524,NED1988105,23,220,8,8,4,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4248,6611,NA,NA,474,30,1.5,3,26,28,1,9,1,27,NA,NA,NA,10.6,7.91,32.736,42.8,-66.18333333,1988,NED1988105.480.1988.23,9.333333333
28784,NED1989123,67,220,12,12,12,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4245,6604,NA,NA,474,30,1.9,3.8,36,37,1,9,1,36,NA,NA,NA,10.4,7.62,32.804,42.75,-66.06666667,1989,NED1989123.480.1989.67,11.05263158
34507,NED1993189,36,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4239.01,6615.6,4237.36,6615.03,474,30,1.7,3.4,35,35,1,9,1,NA,1993-07-09 12:37,NA,NA,12.7,7.03,33.274,42.65016667,-66.26,1993,NED1993189.480.1993.36,2.058823529
36496,NED1994221,25,220,24,30,26,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4242.54,6526.23,4242.42,6527.77,472,20,1.14,2.7,50,51,1,9,1,NA,1994-07-07 6:43,NA,NA,13.77,6.53,32.733,42.709,-65.43716667,1994,NED1994221.480.1994.25,46.05263158
36523,NED1994221,30,220,278,1751,1247,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4244.28,6610.02,4245.6,6610.02,474,23,1.32,3.44,31,32,1,9,1,NA,1994-07-07 16:11,NA,NA,12.42,8.86,32.669,42.738,-66.167,1994,NED1994221.480.1994.30,2321.401515
36530,NED1994221,31,220,113,3000,2097,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4236.06,6613.23,4236.79,6615.51,474,30,1.74,3.48,38,47,1,9,1,NA,1994-07-07 19:11,NA,NA,12.61,8.18,33.73,42.601,-66.2205,1994,NED1994221.480.1994.31,3017.241379
36538,NED1994221,32,220,74,1000,622,totno corrected,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4240.25,6618.21,4241.87,6619.41,474,30,1.8,3.6,42,44,1,9,1,NA,1994-07-07 20:54,NA,NA,14.15,7.18,32.803,42.67083333,-66.3035,1994,NED1994221.480.1994.32,972.2222222
37127,NED1994221,69,220,0,0,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4238.48,6520.9,4240.19,6520.35,472,30,1.7,3.4,50,50,1,9,1,NA,1994-07-12 6:14,NA,NA,14.04,5.58,32.514,42.64133333,-65.34833333,1994,NED1994221.480.1994.69,0
38785,NED1995226,28,220,0.86,0.86,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4239.52,6535.77,4239.73,6538.02,474,30,1.69,3.38,49,50,1,9,1,NA,1995-06-28 16:43,NA,NA,12.9,4.39,32.389,42.65866667,-65.59616667,1995,NED1995226.480.1995.28,0.890532544
38809,NED1995226,31,220,14.44,14.44,10,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4226.19,6543.07,4225.43,6541.03,474,30,1.68,3.36,51,52,1,9,1,NA,1995-06-28 22:29,NA,NA,11.8,3.89,32.56,42.4365,-65.71783333,1995,NED1995226.480.1995.31,15.04166667
38832,NED1995226,32,220,24.44,24.44,20,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4232.62,6550.43,4233.87,6552.15,474,30,1.79,3.58,46,46,1,9,1,NA,1995-06-29 0:29,NA,NA,10.3,4.46,32.358,42.54366667,-65.8405,1995,NED1995226.480.1995.32,23.89385475
38837,NED1995226,33,220,26.75,26.75,23,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4234.98,6553.5,4236.03,6555.42,474,30,1.77,3.54,43,44,1,9,1,NA,1995-06-29 1:40,NA,NA,9.3,4.57,32.393,42.583,-65.89166667,1995,NED1995226.480.1995.33,26.44774011
38861,NED1995226,34,220,38.39,38.39,30,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4240.74,6559.83,4242.32,6558.82,474,30,1.73,3.46,42,44,1,9,1,NA,1995-06-29 3:29,NA,NA,10.6,5.7,32.3,42.679,-65.99716667,1995,NED1995226.480.1995.34,38.83381503
38882,NED1995226,35,220,91.78,91.78,66,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4243.09,6604.37,4241.38,6603.88,474,30,1.73,3.46,37,38,1,9,1,NA,1995-06-29 5:29,NA,NA,9.59,5.87,32.249,42.71816667,-66.07283333,1995,NED1995226.480.1995.35,92.84104046
39410,NED1995226,69,220,2.33,2.33,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4247.62,6553.8,4246.05,6554.81,474,30,1.76,3.52,48,48,1,9,1,NA,1995-07-03 14:21,NA,NA,10,5.73,32.269,42.79366667,-65.89666667,1995,NED1995226.480.1995.69,2.316761364
43275,NED1997726,21,220,4.16,4.16,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4249.35,6552.43,4247.73,6553.19,474,30,1.72,36,49,49,1,9,1,NA,1997-07-04 23:39,NA,NA,11.58,7.4,32.791,42.8225,-65.87383333,1997,NED1997726.480.1997.21,4.23255814
43312,NED1997726,25,220,4.64,4.64,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4245.89,6605.89,4244.65,6607.75,474,30,1.87,3.7,31,32,1,9,1,NA,1997-07-05 8:32,NA,NA,10.13,8.52,32.722,42.76483333,-66.09816667,1997,NED1997726.480.1997.25,4.342245989
48175,NED1999925,72,220,19.07,19.07,13,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4237.8,6609.93,4237.27,6607.75,474,29,1.7,3.52,32,34,1,9,1,NA,1999-07-14 3:57,NA,NA,10.95,8.29,33.155,42.63,-66.1655,1999,NED1999925.480.1999.72,19.63088235
48189,NED1999925,73,220,177.06,177.06,129,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4241.16,6559.54,4239.65,6600.82,474,30,1.81,3.62,40,42,1,9,1,NA,1999-07-14 6:30,NA,NA,10.34,9.41,33.161,42.686,-65.99233333,1999,NED1999925.480.1999.73,171.1906077
48207,NED1999925,74,220,252.59,252.59,200,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4242.59,6553.01,4244.22,6554.12,474,30,1.85,3.7,46,47,1,9,1,NA,1999-07-14 8:37,NA,NA,11.1,9.73,33.282,42.70983333,-65.8835,1999,NED1999925.480.1999.74,238.9364865
50581,NED2000426,42,220,0.46,0.46,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4235.69,6558.55,4237.42,6558.96,474,30,1.8,3.6,40,42,1,9,1,NA,2000-07-08 22:01,NA,NA,12.54,7.66,32.867,42.59483333,-65.97583333,2000,NED2000426.480.2000.42,0.447222222
54249,NED2001032,82,220,2.92,2.92,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4247.33,6612.83,4246.6,6610.68,474,30,1.75,3.5,26,28,1,9,1,NA,2001-07-13 3:55,NA,NA,10.09,6.43,32.447,42.78883333,-66.21383333,2001,NED2001032.480.2001.82,2.92
56766,NED2002037,51,220,3.38,3.38,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4239.44,6551.46,4240.54,6553.35,474,31,1.77,3.43,47,49,1,9,1,NA,2002-07-07 22:20,NA,NA,13.96,8.46,33.653,42.65733333,-65.85766667,2002,NED2002037.480.2002.51,3.34180791
56768,NED2002037,52,220,96.25,96.25,68,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4241.64,6554.09,4243.19,6555.11,474,30,1.74,3.48,44,45,1,9,1,NA,2002-07-08 0:30,NA,NA,13.46,6.73,33.107,42.694,-65.9015,2002,NED2002037.480.2002.52,96.80316092
56804,NED2002037,55,220,28.88,28.88,21,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4238.83,6602.02,4237.41,6603.32,474,30,1.71,3.42,38,39,1,9,1,NA,2002-07-08 7:00,NA,NA,NA,NA,NA,42.64716667,-66.03366667,2002,NED2002037.480.2002.55,29.55555556
57411,NED2002037,90,220,11.24,11.24,8,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4246.79,6613.39,4246.41,6610.63,474,30,2.05,4.1,26,29,1,9,1,NA,2002-07-12 5:40,NA,NA,10.51,9.55,33.284,42.77983333,-66.22316667,2002,NED2002037.480.2002.90,9.595121951
57439,NED2002037,94,220,194.67,750.87,544,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4239.9,6542.57,4239.86,6540.03,474,31,1.82,3.52,48,48,1,9,1,NA,2002-07-12 18:18,NA,NA,13.67,9.75,33.956,42.665,-65.7095,2002,NED2002037.480.2002.94,721.9903846
59775,NED2003036,16,220,69.65,69.65,38,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4248.28,6552.57,4246.98,6554.13,474,30,1.7,3.4,48,48,1,9,1,NA,2003-07-04 8:00,NA,NA,10.28,7.38,33.049,42.80466667,-65.87616667,2003,NED2003036.480.2003.16,71.69852941
59786,NED2003036,17,220,44.81,44.81,27,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4243.34,6557.63,4242.13,6559.42,474,30,1.68,3.36,42,45,1,9,1,NA,2003-07-04 9:25,NA,NA,12.04,6.73,32.883,42.72233333,-65.9605,2003,NED2003036.480.2003.17,46.67708333
59805,NED2003036,18,220,128.86,128.86,68,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4245.68,6605.98,4246.58,6604.92,474,21,1.18,3.37,31,34,1,9,1,NA,2003-07-04 11:20,NA,NA,8.93,6.96,32.967,42.76133333,-66.09966667,2003,NED2003036.480.2003.18,191.1059322
59816,NED2003036,19,220,7.15,7.15,4,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,480,4244.76,6613.75,4244.74,6611.43,474,30,1.71,3.42,31,31,1,9,1,NA,2003-07-04 13:19,NA,NA,10.23,7.43,32.823,42.746,-66.22916667,2003,NED2003036.480.2003.19,7.317251462
